customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,comments,Offers
6591-QGOYB,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,"Customer 5101 has 1672.1 in total charges, indicating they looking for better plans.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
9070-BCKQP,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,"With a long-term plan, Customer 5102 has spent 7881.2 and is neutral.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
6421-SZVEM,Female,0,Yes,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,"Customer 5103 has been a regular user with a annual plan, paying 82.85 per month.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, High Monthly Spender: Cashback or loyalty points, Long-Term Discount: 10-20% off for a 12-month contract"
1328-EUZHC,Female,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,"Customer 5104, being regular, might require more flexible options for better experience.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
2995-UPRYS,Female,1,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,"Despite spending 99.2 monthly, Customer 5105 might look for alternative plans.","Premium Security Package: 3 months free Online Security/Tech Support, Senior Citizen Discount: 5% off total bills, Unlimited Phone Plan: 50% discount on an additional line, Long-Term Discount: 10-20% off for a 12-month contract"
8878-RYUKI,Female,0,No,No,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,Our records indicate Customer 5106 has been paying 59.45 under a short-term contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
9633-DENPU,Female,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,"Despite spending 58.6 monthly, Customer 5107 might look for additional features.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
7811-JIVPF,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,"Customer 5108 pays 49.7 monthly, showing ongoing interest in their short-term plan.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
7113-HIPFI,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,Our records indicate Customer 5109 has been paying 65.85 under a long-term contract.,"Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
8541-QVFKM,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,"Customer 5110 is on a short-term contract and has paid 632.2 so far, making them a frequent user.","Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points"
6686-YPGHK,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,"With a total charge of 4042.3, Customer 5111 is a valued senior user on a short-term contract.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Unlimited Phone Plan: 50% discount on an additional line"
1383-EZRWL,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,Our records indicate Customer 5112 has been paying 20.05 under a short-term contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
9258-CNWAC,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,"Despite spending 113.65 monthly, Customer 5113 might look for better pricing.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Family & Dependents Bundle: Discounted additional family lines"
5371-VYLSX,Female,1,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,"Having spent 4113.7, Customer 5114 with a short-term contract might expect a a discount.","Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Senior Citizen Discount: 5% off total bills, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
6374-AFWOX,Male,0,Yes,No,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,"Customer 5115 has been a regular user with a long-term plan, paying 65.65 per month.","Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Streaming Bundle: Free 2-month streaming subscription"
4759-TRPLW,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,"Customer 5116 has 70.4 in total charges, indicating they loyal.","High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, High Churn Risk: Loyalty bonuses or priority customer support"
5317-FLPJF,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,"Customer 5117 is on a long-term contract and has paid 4193.4 so far, making them a frequent user.","High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Senior Citizen Discount: 5% off total bills"
7621-VPNET,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,"Customer 5118 has 3729.75 in total charges, indicating they looking for better plans.","High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Streaming Bundle: Free 2-month streaming subscription, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
6034-YMTOB,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,"Customer 5119 has 399.45 in total charges, indicating they exploring options.","Unlimited Phone Plan: 50% discount on an additional line, High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Low Tenure Retention: 15% discount for 3 months"
8563-IIOXK,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,"With a total charge of 331.3, Customer 5120 is a valued regular user on a annual contract.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
4903-CNOZC,Male,0,No,No,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,"Customer 5121 pays 70.9 monthly, showing ongoing interest in their annual plan.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support"
4353-HYOJD,Female,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,"Customer 5122 has been a regular user with a short-term plan, paying 49.85 per month.","Family & Dependents Bundle: Discounted additional family lines, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
8020-BWHYL,Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,"With a short-term plan, Customer 5123 has spent 1147.45 and is considering alternatives.","Long-Term Discount: 10-20% off for a 12-month contract, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Streaming Bundle: Free 2-month streaming subscription, High Monthly Spender: Cashback or loyalty points"
7267-FRMJW,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,"Customer 5124 has been a regular user with a long-term plan, paying 20.1 per month.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
2982-VPSGI,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,"Despite spending 94.0 monthly, Customer 5125 might look for better pricing.","High Churn Risk: Loyalty bonuses or priority customer support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support"
4188-FRABG,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,"Customer 5126 pays 103.05 monthly, showing ongoing interest in their short-term plan.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
8199-ZLLSA,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,"Customer 5127 has been a regular user with a annual plan, paying 118.35 per month.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, High Churn Risk: Loyalty bonuses or priority customer support"
4128-ETESU,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,"Customer 5128 pays 99.7 monthly, showing commitment in their short-term plan.","Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Senior Citizen Discount: 5% off total bills, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Long-Term Discount: 10-20% off for a 12-month contract"
0620-DLSLK,Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,"Customer 5129 has been a regular user with a short-term plan, paying 81.9 per month.","Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points, Unlimited Phone Plan: 50% discount on an additional line"
4625-EWPTF,Male,0,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,"Customer 5130 pays 30.45 monthly, showing trust in their short-term plan.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
5980-NOPLP,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,"With a total charge of 4364.1, Customer 5131 is a valued regular user on a short-term contract.","Long-Term Discount: 10-20% off for a 12-month contract, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points"
3850-OKINF,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,Our records indicate Customer 5132 has been paying 66.2 under a annual contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
6892-XPFPU,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,"Despite spending 104.25 monthly, Customer 5133 might look for alternative plans.","Senior Citizen Discount: 5% off total bills, Long-Term Discount: 10-20% off for a 12-month contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Premium Security Package: 3 months free Online Security/Tech Support"
8010-EZLOU,Male,1,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,1217.25,Yes,"Customer 5134, being senior, might require better customer support for better experience.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Senior Citizen Discount: 5% off total bills, Premium Security Package: 3 months free Online Security/Tech Support"
1156-ZFYDO,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,"Customer 5135 has 19.75 in total charges, indicating they exploring options.","Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Low Engagement Offer: Free trials for Tech Support/Device Protection"
3295-YVUSR,Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,Our records indicate Customer 5136 has been paying 72.6 under a short-term contract.,"Low Tenure Retention: 15% discount for 3 months, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Low Engagement Offer: Free trials for Tech Support/Device Protection, Senior Citizen Discount: 5% off total bills"
8016-NCFVO,Male,1,No,No,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,"Customer 5137, being senior, might require better customer support for better experience.","Long-Term Discount: 10-20% off for a 12-month contract, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Senior Citizen Discount: 5% off total bills"
4119-ZYPZY,Male,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,"Customer 5138 has 7623.2 in total charges, indicating they loyal.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Premium Security Package: 3 months free Online Security/Tech Support, Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points"
5549-ZGHFB,Male,0,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,"Customer 5139, being regular, might require a customized plan for better experience.","Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
7577-SWIFR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,"Customer 5140 has 89.25 in total charges, indicating they looking for better plans.","Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Low Tenure Retention: 15% discount for 3 months"
0303-WMMRN,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,"With a total charge of 86.05, Customer 5141 is a valued regular user on a short-term contract.","Low Tenure Retention: 15% discount for 3 months, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Premium Security Package: 3 months free Online Security/Tech Support, Low Engagement Offer: Free trials for Tech Support/Device Protection"
6408-OTUBZ,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,"Customer 5142 is on a annual contract and has paid 6779.05 so far, making them a frequent user.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Family & Dependents Bundle: Discounted additional family lines"
5204-HMGYF,Female,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,"Customer 5143, being regular, might require better customer support for better experience.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines, Unlimited Phone Plan: 50% discount on an additional line, Long-Term Discount: 10-20% off for a 12-month contract"
1078-TDCRN,Female,1,Yes,No,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,"With a total charge of 82.85, Customer 5144 is a valued senior user on a short-term contract.","Senior Citizen Discount: 5% off total bills, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Premium Security Package: 3 months free Online Security/Tech Support, Low Tenure Retention: 15% discount for 3 months"
3727-OVPRY,Male,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,"Having spent 1714.55, Customer 5145 with a annual contract might expect a a discount.","Premium Security Package: 3 months free Online Security/Tech Support, Family & Dependents Bundle: Discounted additional family lines, Long-Term Discount: 10-20% off for a 12-month contract"
3797-FKOGQ,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,Our records indicate Customer 5146 has been paying 86.2 under a short-term contract.,"High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
7622-NXQZR,Male,0,No,No,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,"Having spent 810.85, Customer 5147 with a short-term contract might expect a a discount.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Streaming Bundle: Free 2-month streaming subscription"
6196-HBOBZ,Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,Our records indicate Customer 5148 has been paying 99.35 under a long-term contract.,"Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
3970-XGJDU,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,"Customer 5149 is on a long-term contract and has paid 1123.65 so far, making them a possible churn risk.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Streaming Bundle: Free 2-month streaming subscription"
7017-VFULY,Female,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,"Despite spending 20.1 monthly, Customer 5150 might look for alternative plans.","Low Tenure Retention: 15% discount for 3 months, Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Low Engagement Offer: Free trials for Tech Support/Device Protection"
5562-YJQGT,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,"Despite spending 20.35 monthly, Customer 5151 might look for alternative plans.","Premium Security Package: 3 months free Online Security/Tech Support, Low Tenure Retention: 15% discount for 3 months, Low Engagement Offer: Free trials for Tech Support/Device Protection, Unlimited Phone Plan: 50% discount on an additional line"
8807-OPMBM,Female,0,Yes,Yes,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,"Customer 5152 has 1388.0 in total charges, indicating they loyal.","Premium Security Package: 3 months free Online Security/Tech Support, Family & Dependents Bundle: Discounted additional family lines, Unlimited Phone Plan: 50% discount on an additional line"
5439-WIKXB,Male,1,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,Our records indicate Customer 5153 has been paying 94.55 under a short-term contract.,"Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
9874-QLCLH,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,Yes,"Customer 5154 has been a regular user with a short-term plan, paying 104.2 per month.","Premium Security Package: 3 months free Online Security/Tech Support, High Monthly Spender: Cashback or loyalty points, Long-Term Discount: 10-20% off for a 12-month contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
8294-UIMBA,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,"Customer 5155 pays 94.4 monthly, showing trust in their annual plan.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line"
8109-YUOHE,Male,0,No,No,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,"Having spent 946.95, Customer 5156 with a annual contract might expect a a reward.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
5840-NVDCG,Female,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,"Despite spending 68.25 monthly, Customer 5157 might look for alternative plans.","Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines, Low Tenure Retention: 15% discount for 3 months"
8092-NLTGF,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,"Despite spending 24.75 monthly, Customer 5158 might look for alternative plans.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
5928-QLDHB,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,"Customer 5159 has been a regular user with a short-term plan, paying 76.25 per month.","High Monthly Spender: Cashback or loyalty points, Streaming Bundle: Free 2-month streaming subscription, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
9840-EFJQB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,"Customer 5160 has 74.35 in total charges, indicating they looking for better plans.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Streaming Bundle: Free 2-month streaming subscription, Low Engagement Offer: Free trials for Tech Support/Device Protection"
0696-UKTOX,Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,"Despite spending 54.15 monthly, Customer 5161 might look for additional features.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
4801-KFYKL,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,"Having spent 159.2, Customer 5162 with a short-term contract might expect a a reward.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
3472-OAOOR,Male,0,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,34.95,610.2,No,"Customer 5163 has been a regular user with a short-term plan, paying 34.95 per month.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
6135-OZQVA,Female,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,404.35,No,"Customer 5164 has been a regular user with a short-term plan, paying 53.65 per month.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
8062-YBDOE,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,"Customer 5165 is on a short-term contract and has paid 69.65 so far, making them a possible churn risk.","Low Tenure Retention: 15% discount for 3 months, Premium Security Package: 3 months free Online Security/Tech Support, Senior Citizen Discount: 5% off total bills, Low Engagement Offer: Free trials for Tech Support/Device Protection"
2252-JHJGE,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,104.0,6363.45,No,"Despite spending 104.0 monthly, Customer 5166 might look for alternative plans.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
4188-PCPIG,Female,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.35,4124.65,No,"Customer 5167 has been a regular user with a long-term plan, paying 70.35 per month.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Unlimited Phone Plan: 50% discount on an additional line"
6000-APYLU,Male,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8,713.1,Yes,"With a short-term plan, Customer 5168 has spent 713.1 and is considering alternatives.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points"
